case,label,DSC,HD,HD95,ASSD,RVE,absRVE,n_pred,n_ref
LISA_0003,1,0.3317929759704251,4.47213595499958,3.605551275463989,1.8277761218458337,0.12573673870333987,0.12573673870333987,1146,1018
LISA_0003,2,0.299567930868939,5.385164807134504,3.605551275463989,1.9255106706947231,0.38876146788990823,0.38876146788990823,1211,872
LISA_0003,3,0.8132745570988937,4.47213595499958,1.7320508075688772,0.7722646470934745,0.0065086782376502,0.0065086782376502,6031,5992
LISA_0003,4,0.8343176872862915,2.23606797749979,1.4142135623730951,0.617773227939109,-0.00763831544178365,0.00763831544178365,4807,4844
LISA_0003,5,0.820258544359837,3.3166247903554,1.4142135623730951,0.7249546439056109,0.16609129267357114,0.16609129267357114,3040,2607
LISA_0003,6,0.8709622286788583,2.23606797749979,1.0,0.5717035805899782,0.021070811744386873,0.021070811744386873,2956,2895
LISA_0003,7,0.8487569060773481,3.0,2.0,0.8732730831714088,-0.02814344076259646,0.02814344076259646,4282,4406
LISA_0003,8,0.892025576064664,3.1622776601683795,1.4142135623730951,0.6232296797155179,-0.12423625254582485,0.12423625254582485,3870,4419
LISA_0003,9,0.8916955588575203,2.23606797749979,2.0,0.7805049131769074,-0.05147177095061927,0.05147177095061927,5897,6217
LISA_0003,10,0.882515168229454,3.1622776601683795,2.0,0.8400384915997248,-0.13202826022961436,0.13202826022961436,5897,6794
LISA_0003,11,0.7024022725869202,3.7416573867739413,1.7320508075688772,0.8054146990072394,0.040705734089477,0.040705734089477,8258,7935
LISA_0005,1,0.30073677160080375,6.164414002968976,4.242640687119285,1.9980351747264005,-0.4391008886565604,0.4391008886565604,1073,1913
LISA_0005,2,0.6108273748723186,5.744562646538029,3.1622776601683795,1.2839566762257288,-0.2641843971631206,0.2641843971631206,1245,1692
LISA_0005,3,0.7290788681517159,4.123105625617661,2.8284271247461903,0.9629424318593318,-0.08860759493670886,0.08860759493670886,4752,5214
LISA_0005,4,0.5808174163072499,4.242640687119285,3.0,1.3741613870916194,-0.2666429334282663,0.2666429334282663,4120,5618
LISA_0005,5,0.8423841059602649,2.23606797749979,1.4142135623730951,0.6430434231322109,0.06284153005464481,0.06284153005464481,2334,2196
LISA_0005,6,0.6807228915662651,3.1622776601683795,2.23606797749979,1.131161708270154,0.010380622837370242,0.010380622837370242,2336,2312
LISA_0005,7,0.8461029509064444,4.47213595499958,2.0,0.8735475573894669,-0.14643119941133187,0.14643119941133187,3480,4077
LISA_0005,8,0.7969309462915601,3.3166247903554,2.23606797749979,1.0590456584801704,-0.16388823667527588,0.16388823667527588,3561,4259
LISA_0005,9,0.8489194689407888,4.123105625617661,2.449489742783178,0.9713024314796002,-0.1972396925227114,0.1972396925227114,4595,5724
LISA_0005,10,0.8355677154582763,3.4641016151377544,2.23606797749979,1.0956678517257024,-0.20039389463318563,0.20039389463318563,4872,6093
LISA_0005,11,0.4324471710974778,5.0,3.3166247903554,1.3193130257706789,0.1184115523465704,0.1184115523465704,7745,6925
LISA_0007,1,0.6163522012578616,5.196152422706632,3.7076308589464535,1.1850157588419095,1.1278688524590164,1.1278688524590164,1298,610
LISA_0007,2,0.6669985067197611,5.0,3.1622776601683795,1.0497852330803183,0.9457478005865103,0.9457478005865103,1327,682
LISA_0007,3,0.9027546815125442,2.23606797749979,1.0,0.4893074423512453,0.0053646512976656515,0.0053646512976656515,6934,6897
LISA_0007,4,0.9102538740520937,2.0,1.0,0.47201859174486527,-0.032308291163877,0.032308291163877,7458,7707
LISA_0007,5,0.8777901785714286,1.7320508075688772,1.0,0.48612548571565845,0.12448132780082988,0.12448132780082988,1897,1687
LISA_0007,6,0.8407538923791313,2.23606797749979,1.4142135623730951,0.5826033837606305,0.09439359267734554,0.09439359267734554,1913,1748
LISA_0007,7,0.8786968211292108,2.449489742783178,1.4142135623730951,0.6323972527433933,-0.04785427601111454,0.04785427601111454,3084,3239
LISA_0007,8,0.8550498753117207,3.1622776601683795,1.4142135623730951,0.78390047241755,-0.10904804008252283,0.10904804008252283,3023,3393
LISA_0007,9,0.9182849452028456,1.7320508075688772,1.0,0.5959035635861591,-0.0030716068343252063,0.0030716068343252063,5193,5209
LISA_0007,10,0.9268386230702848,2.0,1.4142135623730951,0.5243075074613253,0.047310561444837064,0.047310561444837064,5335,5094
LISA_0007,11,0.8123367106353151,3.4641016151377544,1.4142135623730951,0.5282395647519081,0.006264382510866786,0.006264382510866786,7871,7822
LISA_0014,1,0.7562724014336918,2.449489742783178,1.4142135623730951,0.7272371067140633,0.08598130841121496,0.08598130841121496,1162,1070
LISA_0014,2,0.68,2.8284271247461903,2.0,0.9439786580743736,0.17584369449378331,0.17584369449378331,1324,1126
LISA_0014,3,0.8302828618968386,2.23606797749979,1.0,0.511043445848883,0.1281869688385269,0.1281869688385269,3186,2824
LISA_0014,4,0.7248856176646111,5.0990195135927845,1.4142135623730951,0.6325647738954693,0.16308089500860584,0.16308089500860584,2703,2324
LISA_0014,5,0.8015497201894103,5.916079783099616,2.0,0.8261143640068717,-0.17086614173228346,0.17086614173228346,2106,2540
LISA_0014,6,0.8095655989469065,3.3166247903554,1.4142135623730951,0.7592416106148875,-0.0259852750108272,0.0259852750108272,2249,2309
LISA_0014,7,0.8360524204332709,5.0,2.9056349186103736,0.8832409421601152,0.04093886462882096,0.04093886462882096,3814,3664
LISA_0014,8,0.9018139936654189,2.23606797749979,1.4142135623730951,0.49312694405644075,0.06419019316493313,0.06419019316493313,3581,3365
LISA_0014,9,0.9244636034094249,2.23606797749979,1.0,0.5421717073513143,0.004516889238020424,0.004516889238020424,5115,5092
LISA_0014,10,0.9165342555379007,2.23606797749979,1.4142135623730951,0.5793357301022126,0.01563677467972871,0.01563677467972871,5391,5308
LISA_0014,11,0.666838931955211,2.449489742783178,1.4142135623730951,0.6841849106297874,0.10440456769983687,0.10440456769983687,6093,5517
LISA_0021,1,0.3081570996978852,8.306623862918075,6.880281490718907,2.6466612073660865,-0.34025787965616044,0.34025787965616044,921,1396
LISA_0021,2,0.4122950819672131,5.916079783099616,5.0,2.056718721257916,-0.3557951482479784,0.3557951482479784,956,1484
LISA_0021,3,0.5392022008253095,5.196152422706632,3.605551275463989,1.4149086287240373,0.11891576799766831,0.11891576799766831,3839,3431
LISA_0021,4,0.6997066543152695,6.6332495807108,2.8284271247461903,0.930222382491105,0.3290183387270766,0.3290183387270766,3696,2781
LISA_0021,5,0.6353295416527267,4.69041575982343,3.0,1.5034157416936493,-0.18463407227452172,0.18463407227452172,2685,3293
LISA_0021,6,0.7617267165193746,2.8284271247461903,2.0,0.9730105600861487,-0.1279032771237671,0.1279032771237671,2741,3143
LISA_0021,7,0.6010828245593826,5.385164807134504,4.123105625617661,2.1520912737486,-0.20045605306799336,0.20045605306799336,3857,4824
LISA_0021,8,0.7453512971829418,3.7416573867739413,3.0,1.4081360985597595,-0.1258347245409015,0.1258347245409015,4189,4792
LISA_0021,9,0.7758377425044092,4.358898943540674,2.8284271247461903,1.4646810988250334,-0.20626384055678582,0.20626384055678582,5018,6322
LISA_0021,10,0.8812697299193265,3.3166247903554,2.23606797749979,0.7896717838043982,-0.1744837522010565,0.1744837522010565,5157,6247
LISA_0021,11,0.5590860947193221,4.358898943540674,2.449489742783178,0.9197928396861741,0.04075961093098657,0.04075961093098657,6741,6477
LISA_0029,1,0.587783818356252,5.0990195135927845,3.0,1.342012568279841,0.1520991052993806,0.1520991052993806,1674,1453
LISA_0029,2,0.7943078913324709,3.0,1.4142135623730951,0.6880790525090064,-0.00901481004507405,0.00901481004507405,1539,1553
LISA_0029,3,0.863028116072771,4.69041575982343,1.4142135623730951,0.5537943853628865,-0.10215437294906549,0.10215437294906549,6293,7009
LISA_0029,4,0.8175465838509317,5.744562646538029,2.0,0.8082661236978248,-0.18782975729862822,0.18782975729862822,6927,8529
LISA_0029,5,0.822477650063857,5.0990195135927845,2.0,0.8203200829653459,0.3182827535159141,0.3182827535159141,3562,2702
LISA_0029,6,0.8352157544164495,5.385164807134504,2.0,0.7811062570106624,0.016939252336448597,0.016939252336448597,3482,3424
LISA_0029,7,0.9054163298302345,2.449489742783178,1.4142135623730951,0.5852697486943881,-0.08550976978138905,0.08550976978138905,4727,5169
LISA_0029,8,0.9124133585381222,2.23606797749979,1.4142135623730951,0.5243902467109955,-0.06227106227106227,0.06227106227106227,4608,4914
LISA_0029,9,0.9088908450704225,3.0,1.4142135623730951,0.7219723955529613,-0.07837609247251198,0.07837609247251198,6538,7094
LISA_0029,10,0.9401494414441074,1.7320508075688772,1.0,0.47796019944569085,-0.04639398757045816,0.04639398757045816,6598,6919
LISA_0029,11,0.7559909570459683,4.242640687119285,2.0,0.6783919372097853,-0.0715946521991862,0.0715946521991862,9583,10322
LISA_0031,1,0.7112128146453089,3.1622776601683795,2.0,0.8675721175753586,0.43861607142857145,0.43861607142857145,1289,896
LISA_0031,2,0.8310749774164409,2.8284271247461903,1.4142135623730951,0.5209670986586955,0.06529850746268656,0.06529850746268656,1142,1072
LISA_0031,3,0.7956957547169812,7.0710678118654755,2.23606797749979,0.6327580716001684,-0.1933422103861518,0.1933422103861518,3029,3755
LISA_0031,4,0.7881821117210204,7.874007874011811,2.23606797749979,0.6608287653423807,-0.18729880011706174,0.18729880011706174,2777,3417
LISA_0031,5,0.832441333882256,3.4641016151377544,2.0,0.6888294992648545,-0.05290581162324649,0.05290581162324649,2363,2495
LISA_0031,6,0.8811131573562513,2.0,1.4142135623730951,0.4890990898216945,-0.059944422389837236,0.059944422389837236,2368,2519
LISA_0031,7,0.7685024459523434,3.605551275463989,3.0,1.181559881411591,0.5337864854058376,0.5337864854058376,3836,2501
LISA_0031,8,0.8137931034482758,3.605551275463989,3.0,0.9995251165630414,0.4166666666666667,0.4166666666666667,3655,2580
LISA_0031,9,0.9085953878406708,2.0,2.0,0.6322546344021536,0.14430209035738367,0.14430209035738367,5091,4449
LISA_0031,10,0.8705198579270261,3.0,3.0,0.8689506028748181,0.22166427546628406,0.22166427546628406,5109,4182
LISA_0031,11,0.84297982266285,3.0,1.0,0.43935783093282704,-0.030661350199367523,0.030661350199367523,7050,7273
LISA_0038,1,0.7639225181598063,2.449489742783178,1.7320508075688772,0.8318841088988135,-0.11845102505694761,0.11845102505694761,1548,1756
LISA_0038,2,0.8341204250295159,3.0,1.4142135623730951,0.5906674622645429,-0.16169289202387413,0.16169289202387413,1545,1843
LISA_0038,3,0.855,4.123105625617661,1.4142135623730951,0.5545153477127194,0.052901697591788394,0.052901697591788394,5334,5066
LISA_0038,4,0.7952266091151453,4.123105625617661,1.4142135623730951,0.6287454936241309,0.08110964332892999,0.08110964332892999,4092,3785
LISA_0038,5,0.8807647157471071,2.8284271247461903,1.0,0.5408983660239018,0.08132635253054102,0.08132635253054102,3098,2865
LISA_0038,6,0.8368747956848643,6.324555320336759,1.4142135623730951,0.7372055770898561,0.008535784635587657,0.008535784635587657,3072,3046
LISA_0038,7,0.738154077576018,4.358898943540674,3.3166247903554,1.503259806453757,0.16290959795491516,0.16290959795491516,5004,4303
LISA_0038,8,0.8223281143635126,3.0,2.0,1.0101213607482435,-0.004979628791308284,0.004979628791308284,4396,4418
LISA_0038,9,0.8793090385635275,3.0,2.0,0.885230999243803,-0.024988777495136914,0.024988777495136914,6516,6683
LISA_0038,10,0.9047960941987364,2.449489742783178,2.0,0.7416115781355505,-0.010285714285714285,0.010285714285714285,6928,7000
LISA_0038,11,0.7948759702545731,3.4641016151377544,1.4142135623730951,0.6081546566674059,-0.08751167860479601,0.08751167860479601,8790,9633
LISA_0041,1,0.4801641586867305,5.830951894845301,4.242640687119285,1.412604846178256,-0.16791979949874686,0.16791979949874686,664,798
LISA_0041,2,0.6349047141424273,5.830951894845301,3.7416573867739413,1.1530748490248597,-0.4373040752351097,0.4373040752351097,718,1276
LISA_0041,3,0.832375366568915,4.58257569495584,1.4142135623730951,0.6043203595935427,-0.01420917773119031,0.01420917773119031,4232,4293
LISA_0041,4,0.8325123152709359,2.8284271247461903,1.4142135623730951,0.5515162938046952,0.03160389781406373,0.03160389781406373,3917,3797
LISA_0041,5,0.8476674773380499,3.1622776601683795,1.4142135623730951,0.6493640055897066,0.29128672745694023,0.29128672745694023,2549,1974
LISA_0041,6,0.8726033233915637,4.123105625617661,1.4142135623730951,0.5133913364951058,0.11536728255971158,0.11536728255971158,2475,2219
LISA_0041,7,0.8720676486633934,2.23606797749979,1.4142135623730951,0.7238475254338562,-0.0135464643727987,0.0135464643727987,3641,3691
LISA_0041,8,0.8733459357277883,4.0,1.7320508075688772,0.6841886445984622,-0.14803700925231308,0.14803700925231308,3407,3999
LISA_0041,9,0.9443400889767671,1.4142135623730951,1.0,0.41140758125904286,-0.05592927157409187,0.05592927157409187,4912,5203
LISA_0041,10,0.945148495695076,1.4142135623730951,1.0,0.40691833377178604,-0.054761008656379374,0.054761008656379374,5023,5314
LISA_0041,11,0.7993926991880652,3.0,1.4142135623730951,0.5659112842423352,-0.11391932270916334,0.11391932270916334,7117,8032
LISA_0043,1,0.7434603028912345,4.123105625617661,2.23606797749979,0.8446031808335238,-0.0852372583479789,0.0852372583479789,1041,1138
LISA_0043,2,0.6874762086029692,5.385164807134504,3.4641016151377544,1.0432151145411477,-0.2533244680851064,0.2533244680851064,1123,1504
LISA_0043,3,0.8871250965793356,2.449489742783178,1.0,0.5234481349138193,0.02979754776161962,0.02979754776161962,7223,7014
LISA_0043,4,0.8327633935841068,2.449489742783178,1.4142135623730951,0.6882924236672959,0.060738255033557044,0.060738255033557044,6322,5960
LISA_0043,5,0.895748031496063,2.23606797749979,1.0,0.47852754782534634,-0.09194711538461539,0.09194711538461539,3022,3328
LISA_0043,6,0.8326543403321842,4.358898943540674,2.0,0.7173357095191475,-0.05900243309002433,0.05900243309002433,3094,3288
LISA_0043,7,0.8236586705731551,3.3166247903554,2.0,1.1101929777440969,-0.11981408159752109,0.11981408159752109,5113,5809
LISA_0043,8,0.8282122905027933,3.0,2.0,1.0105216347260886,-0.20326223337515684,0.20326223337515684,4445,5579
LISA_0043,9,0.9201391458811339,2.23606797749979,1.0,0.6045553315562235,-0.10902729181245627,0.10902729181245627,6366,7145
LISA_0043,10,0.9309080240575033,2.23606797749979,1.4142135623730951,0.5253012498057464,-0.09766987581972932,0.09766987581972932,6467,7167
LISA_0043,11,0.7964397179516819,3.0,1.4142135623730951,0.562506631575419,-0.05922602355580482,0.05922602355580482,8387,8915
LISA_0045,1,0.789732953072336,2.23606797749979,1.4142135623730951,0.7562735827360122,0.13211719181868437,0.13211719181868437,2048,1809
LISA_0045,2,0.816220880069025,3.7416573867739413,1.758845726811965,0.649223559627762,-0.014277555682467162,0.014277555682467162,1726,1751
LISA_0045,3,0.9024590163934426,3.3166247903554,1.0,0.39324197732001304,-0.028442146089204912,0.028442146089204912,6012,6188
LISA_0045,4,0.783428823270163,6.0,2.0,0.7508768498744621,-0.0626707650273224,0.0626707650273224,5489,5856
LISA_0045,5,0.8631759166785561,4.242640687119285,1.4142135623730951,0.6370052800450259,-0.08654108654108654,0.08654108654108654,3346,3663
LISA_0045,6,0.852232782189819,3.0,1.4142135623730951,0.7085838016775641,-0.009072058061171591,0.009072058061171591,3823,3858
LISA_0045,7,0.8373205741626795,4.358898943540674,2.23606797749979,0.9475826321564012,0.1967626655455119,0.1967626655455119,5693,4757
LISA_0045,8,0.8577848516056549,3.605551275463989,2.0,0.8229857008954782,0.128961530795296,0.128961530795296,5664,5017
LISA_0045,9,0.9391252603391848,3.0,1.4142135623730951,0.5180318826059774,-0.07855019437457124,0.07855019437457124,8059,8746
LISA_0045,10,0.9232437643089529,3.0,1.4142135623730951,0.6592190128211468,-0.03387822790807866,0.03387822790807866,8156,8442
LISA_0045,11,0.851980198019802,3.0,1.0,0.5216533220304321,-0.05675805675805676,0.05675805675805676,11766,12474
